Cell Line Name,CGAS,DDX19A,IFIH1,IKBKE,MAVS,PLAAT4,RIGI,STING1,TBK1,TRAF3,TRAF6
ASPC1,2.9240998856407416,3.720278465233327,3.060047383669939,3.642701571833233,4.521678951603199,6.487518506065784,4.062639828286463,6.358255586705128,4.469234793667656,2.879705766282288,2.8972404255747994
COLO201,3.24031432933371,4.896271848807375,3.4672794804599825,4.208673319629471,5.459431618637297,2.130930869826449,4.170726276131552,3.726831217032493,4.870857864363762,3.37851162325373,3.24031432933371
COV434,0.1110313123887439,6.102028179367315,4.11603199344711,0.4114262457264649,3.606442228131608,1.7004397181410922,1.9523335663696857,0.3219280948873623,4.646162657157894,3.171527106038814,2.114367024952
CHAGOK1,2.361768359419153,5.628481994383899,1.819668183496456,0.4114262457264649,4.60229058486114,2.6415460290875235,0.6135316529179271,1.7739963251111732,4.205548911173033,2.5993177936982264,1.0772429989324606
G401,0.0976107966264223,6.092334311186202,0.0426443374084937,2.950468414150123,3.904002316283692,0.1890338243900171,2.2600256559614555,4.372255648445787,5.474436043252266,4.375734538583156,2.097610796626422
HCC15,4.448900951145128,5.759422185696328,4.1034976397033365,2.4195388915137843,3.189033824390017,3.3701642805402097,2.5185351389821804,6.039357765159702,5.542567607764219,3.836934011321092,2.469885976274464
HCT116,0.1110313123887439,6.057016965365539,2.498250867527825,1.726831217032493,4.826802684285827,0.0,2.4905701304462013,2.817623257511431,5.663059923747817,4.485426827170242,2.6415460290875235
HUH1,0.0565835283663675,5.037821465434967,2.472487771462744,2.657640005207824,3.471187460386985,2.666756591884804,1.6825732973475784,0.4541758931858022,5.341630009329911,2.6415460290875235,1.4329594072761065
KMS26,3.282439805006387,5.205939832470884,5.0307774719925415,2.912649864897204,4.143230134776893,6.400879436282184,0.3561438102252753,2.035623909730721,4.7414669864011465,4.003602236680195,2.6322682154995127
LMSU,4.351204277257994,5.574404309022579,1.8559896973084808,4.169123281476757,3.602884408718418,1.819668183496456,1.7739963251111732,4.6604951318885135,4.848998430400023,4.632268215499513,3.4646682670034443
LS411N,0.1890338243900171,4.774523529590232,1.550900664647523,2.358958825832329,3.9411063109464313,2.8094144442358986,1.097610796626422,2.9597701552114675,5.199672344836364,3.563158130402808,2.3950627995175777
LI7,0.0426443374084937,4.9453267772646265,1.9745293124838816,2.969012307516316,4.389566811762726,4.547819956577703,1.7782085763980875,3.4620523187964327,5.316869805064333,3.656496370553495,2.358958825832329
MKN45,4.357552004618084,5.579542224936903,3.2357270598380583,2.837943241891028,3.800123352826528,0.4541758931858022,1.3504972470841332,1.0772429989324606,5.059614856297222,4.108524456778169,2.381283372503784
NUGC3,4.303050084681673,4.604071323668861,3.670160514126634,4.3743439890385005,3.2357270598380583,3.2172307162206693,3.1618876823768938,3.321928094887362,4.952333566369686,3.512226886513957,2.307428525192248
PANC0403,3.2433644256936605,4.371558862611963,3.752748591407134,3.894332742277694,2.73768676140986,5.532940288372874,3.246408087246385,3.2265085298086795,4.873321062914816,3.090853430451113,2.111031312388744
SCC25,3.5223068928713888,4.4121040446775694,4.2712762591759255,2.761285273361619,2.8875252707415875,3.3291235962915664,3.3015876466031866,4.583759753639499,3.4356285940520905,3.6758159311722696,1.8953026213333068
SUDHL10,1.7990873060740036,4.526694845541976,2.035623909730721,4.257010618206024,3.6403895600549454,2.8439838440483265,1.111031312388744,0.2016338611696504,4.229587922740652,2.8439838440483265,2.321928094887362
SUDHL4,0.6135316529179271,4.22573765346606,0.0976107966264223,4.39780296186249,3.602884408718418,0.3561438102252753,0.6415460290875237,0.2630344058337938,4.218006150284427,3.039138393906958,2.0250287944915226
SUM159PT,3.221877081077034,4.489286022625876,2.634593268445757,0.903038270112912,3.6667565918848033,1.565597175854225,1.4059923596758368,0.8718436485093178,4.574707046415546,3.6599245584023774,1.8439838440483265
SW1573,4.37851162325373,5.381975478557301,1.8519988371124465,1.4168397419128291,4.441616269406558,1.7004397181410922,1.1763227726404628,1.5360529002402097,5.875042803002589,4.982765462583646,3.8747969658986654
SW620,0.0840642647884745,6.695158678475356,2.2265085298086795,3.27500704749987,4.459431618637297,0.0426443374084937,1.144046369616707,2.759155833800272,4.384740587292384,3.396433531250992,2.400537929583729
WILL1,2.6415460290875235,5.253232938538032,3.130930869826449,2.994579724215748,3.3909427728025427,4.37920505996061,2.666756591884804,3.5298209465286954,5.065227622775619,3.676944359106912,2.5160151470036647
